,filmtv_id,title,year,genre,duration,country,directors,actors,avg_vote,critics_vote,public_vote,total_votes,description,notes,humor,rhythm,effort,tension,erotism
32443,118846,Satanic,2016,Horror,85,United States,Jeffrey G. Hunt,"Sarah Hyland, Marc Barnes, Clara Mamet, Steven Krueger, Justin Chon, Devanny Pinn, Sophie Dalah, Jeffrey G. Hunt, Stevin Knight, Jim Jepson",3.8,,4.0,9,Four young college-age friends are on their way to the Coachella festival when they decide to go to Los Angeles and visit places that have been at the center of old satanic rituals. But they end up stumbling upon the creepy owner of an occult shop and saving a girl from apparent human sacrifice. The victim will soon prove to be far more dangerous than the cult she escaped.,,0,0,0,0,0
32451,119881,Dead Rising: Endgame,2016,Horror,96,United States,Pat Williams,"Jessica Harmon, Marie Avgeropoulos, Billy Zane, Jesse Metcalfe, Keegan Connor Tracy, Dennis Haysbert, Ian Tracey, Patrick Sabongui, Stephen Lobo, Curtis Lum",5.0,,5.0,6,"In a zombie-infested quarantine city, investigative journalist Chase Carter attempts to stop a secret government conspiracy that threatens the lives of millions of innocent people.",Follow-up to Dead Rising: Watchtower (2015).,0,0,0,0,0
32461,120648,Leatherface,2017,Horror,90,United States,"Alexandre Bustillo, Julien Maury","Lili Taylor, Stephen Dorff, Sam Coleman, Sam Strike, James Bloor, Jessica Madsen, Vanessa Grasse, Finn Jones, Nicole Andrews, Lorina Kamburova, Julian Kostov",5.1,4.8,5.0,50,"The future Face of Leather, still a teenager, escapes from a psychiatric hospital with three other inmates, kidnapping a young nurse and making her part of a hellish journey. Along the way, they are chased by an equally deranged lawyer seeking revenge.",,0,0,0,0,0
32462,120658,Traded,2016,Western,98,United States,Timothy Woodward Jr.,"Kris Kristofferson, Trace Adkins, Michael Paré, Tom Sizemore, Martin Kove, Brittany Elizabeth Williams, Constance Brenneman, Quinton Aaron, Natalia Cigliuti, Joshua LeBar",5.3,,5.0,3,"In 1880, in Kansas, Clay Travis, a sharpshooter turned breeder and happily married father, is forced by circumstances to search for his 17-year-old daughter Lily, who has disappeared from home. Determined to bring her back to his family, Clay leaves his quiet ranch and with Billy's unlikely company heads to Wichita. Here he will confront the ruthless Ty Stover, the one who introduced Lily to the underground sex market.",,0,0,0,0,0
32465,121124,Fender Bender,2016,Horror,90,United States,Mark Pavia,"Makenzie Vega, Cassidy Freeman, Dre Davis, Lora Martinez-Cunningham, Bill Sage, Steven Michael Quezada, Kelsey Leos Montoya, Harrison Sim, Gus Krieger, Joshua Bunting",6.3,,6.0,4,"In a small town in New Mexico, a 17-year-old who just got her driver's license makes her first rear-end collision and innocently exchanges her personal data with the stranger involved. During the following stormy night, she reunites in her suburban home with her schoolmates but the group receives a visit from the stranger to whom the young woman has given her data, unaware that she is facing a serial killer as bizarre as it is terrifying.",,0,0,0,0,0
32511,122815,Hard Target 2,2016,Action,90,United States,Roel Reiné,"Scott Adkins, Robert Knepper, Rhona Mitra, Temuera Morrison, Ann Truong, Adam Saunders, Jamie Timony, Peter Hardy, Sean Keenan, Troy Honeysett",6.3,,6.0,6,"Sent to the deep South of Asia on a seemingly very simple mission, a former marine is forced to take refuge in the jungle to escape a group of mercenaries charged with killing him.",,0,0,0,0,0
32527,123294,The Dark Tower,2017,Fantasy,95,United States,Nikolaj Arcel,"Idris Elba, Matthew McConaughey, Tom Taylor, Katheryn Winnick, Claudia Kim, Jackie Earle Haley, Abbey Lee, Fran Kranz",4.3,4.14,4.0,89,"Gunfighter Roland Deschain (Idris Elba) is sentenced to an eternal battle against Walter O'Dim, known as the Man in Black (Matthew McConaughey), to prevent the collapse of the Dark Tower, which holds the universe together. At stake is the fate of the world: good and evil will collide in an extreme battle and only Roland will be able to defend the Tower from the Man in Black.",,0,0,0,0,0
32530,124279,Blade Runner 2049,2017,Fantasy,152,United States,Denis Villeneuve,"Ryan Gosling, Harrison Ford, Jared Leto, Sylvia Hoeks, Ana de Armas, Robin Wright, Dave Bautista, Mackenzie Davis, Carla Juri, Lennie James",7.2,7.2,7.0,464,"2049. In charge of recovering an old model replicant, Officer K (Ryan Gosling), a blade runner belonging to the LAPD, unearths a long-buried secret that has the potential to plunge what is into chaos. remained of the company. The discovery leads him to track down Rick Deckard (Harrison Ford), a former blade runner who has been missing for thirty years.",,0,0,0,0,0
32539,124560,7 Mummies,2006,Horror,80,United States,Nick Quested,"Matt Schulze, Cerina Vincent, Billy Wirth, Andrew Bryniarski, Billy Drago, Martin Kove, James Intveld, Danny Trejo, Noel Gugliemi, Max Perlich",4.3,,4.0,3,"Arizona desert. A van in which some prisoners are traveling has an accident: taking advantage of the unexpected, the criminals manage to free themselves, killing one of the two security guards and taking the other hostage. Trying to reach the border with Mexico, they first encounter a gold medallion, then a mysterious Indian, who, seeing the jewel, begins to tell the fugitives the ancient legend of a city built on a hidden treasure and protected by a curse.",,0,0,0,0,0
32567,125022,Annabelle: Creation,2017,Horror,109,United States,David F. Sandberg,"Miranda Otto, Anthony LaPaglia, Stephanie Sigman, Talitha Bateman, Lulu Wilson, Grace Fulton, Philippa Coulthard, Tayler Buck, Lou Lou Safran, Samara Lee",5.1,4.5,6.0,69,"Several years after the tragic death of their little daughter, a doll maker and his wife welcome a nun and several girls from an orphanage into their home. These will soon become the target of Annabelle, the diabolical man-made doll.",,0,0,0,0,0
32622,125552,2 Lava 2 Lantula!,2016,Horror,83,United States,Nick Simon,"Steve Guttenberg, Michael Winslow, Michele Weaver, Jimmy Bellinger, Erron Jay, Lorynn York, RJ Walker, Marion Ramsey, Rene Michelle Aranda, Don Taylor Atkinson",4.7,,5.0,6,"A new volcanic eruption in Florida awakens a nest of lavalantulas, giant spiders that wreak havoc across the state. The creatures soon arrive at the beach where Colton West's stepdaughter Raya is spending a few days off. Returning to being a movie star, Colton leaves the set of his latest blockbuster to save her.",Follow-up to Lavalantula (2015).,0,0,0,0,0
32636,127349,ARQ,2016,Fantasy,88,United States,Tony Elliott,"Robbie Amell, Rachael Taylor, Gray Powell, Jacob Neayem, Shaun Benson, Adam Butcher, Jamie Spilchuk",5.7,6.0,5.0,41,"In a future where multinationals fight against sovereign nations to ensure control of the last energy sources on Earth, Renton and Hannah relive a brutal home invasion over and over again. The intruders aim to get their hands on ARQ, an experimental energy technology that could end wars and that creates a time loop that can always revive the same day.",,0,0,0,0,0
32650,127437,Demonic Toys,1992,Horror,86,United States,Peter Manoogian,"Tracy Scoggins, Bentley Mitchum, Daniel Cerny, Michael Russo, Barry Lynch, Ellen Dunning, Peter Schrum, Jeff Celentano, William Thorne, Richard Speight Jr.",5.2,5.0,5.0,4,"Harmless by day and deadly by night, a group of infernal toys, generated by a demon in search of a body to inhabit, act for only one purpose: to kill. They will become the worst nightmare of a pregnant policewoman, who will soon find herself having to fight not only for her safety but also for that of her unborn child.",,0,0,0,0,0
32654,127454,The Belko Experiment,2016,Action,86,United States,Greg McLean,"John Gallagher Jr., Tony Goldwyn, Adria Arjona, John C. McGinley, Melonie Diaz, Michael Rooker, Sean Gunn, Abraham Benrubi, David Dastmalchian, Mikaela Hoover, Josh Brener, Owain Yeoman",6.7,7.5,6.0,43,"For the employees of the multinational Belko, a simple working day turns into a nightmare when they discover that they have become the guinea pigs of a very special experiment, which will lead them to kill their colleagues or be killed. The experiment is the brainchild of a mysterious voice, which through a loudspeaker gives instructions on how to slaughter each other by any useful means.",,0,0,0,0,0
32685,127577,End of a Gun,2016,Action,90,United States,Keoni Waxman,"Steven Seagal, Danny Trejo, Alexandre Nguyen, Ovidiu Nicolescu, Claudiu Bleont, Troy Miller, Andrei Ciopec, George Remes, Lavinia Geambasu, Radu Andrei Micu, Florin Piersic Jr., Jade Ewen",3.0,,3.0,7,"Decker, a former federal agent, runs into Lisa but is forced to kill her violent boyfriend to save her. Knowing the risks that Decker has taken, Lisa proposes that he steal the two million euros hidden in her boyfriend's car seized by the police. The money, however, should have been handed over to a dangerous drug lord. To avoid the worst, Decker will find an unlikely ally in a security guard.",,0,0,0,0,0
32715,127768,Gold,2016,Adventure,121,United States,Stephen Gaghan,"Matthew McConaughey, Edgar Ramirez, Bryce Dallas Howard, Toby Kebbell, Rachael Taylor, Corey Stoll, Bill Camp, Stacy Keach, Bruce Greenwood, Michael Landes",6.0,5.88,6.0,90,"Kenny Wells is a gold digger, desperate for a lucky break, who teams up with a geologist and sets off for the unexplored jungle of Indonesia. Finding gold will be difficult but it will be even more difficult not to lose it, especially the two when they move between the boardrooms of the most powerful men on Wall Street.",,0,0,0,0,0
32716,127782,Iceman,1984,Fantasy,100,United States,Fred Schepisi,"Timothy Hutton, John Lone, Lindsay Crouse, Josef Sommer, David Strathairn",5.2,,5.0,6,"On an Arctic expedition, anthropologist Stanley Shephard (Timothy Hutton) discovers a hibernating Neanderthal man. The latter, brought back to life thanks to a new experimental technique, is given the name of Charlie, but soon the same science that had resurrected him decides to sacrifice him again in the name of research. Only Dr. Shephard remains at his side, ready to help him.",,0,0,0,0,0
32718,127794,China Gate,1957,Action,97,United States,Samuel Fuller,"Gene Barry, Angie Dickinson, Nat 'King' Cole, Paul Dubov, Lee Van Cleef, George Givot, Gerald Milton, Neyle Morrow, Marcel Dalio, Maurice Marsac",7.0,,7.0,3,"The war of the French in Vietnam is about to end when a group of mercenaries is recruited to cross the war territory and reach the border with China. with a mission to blow up a weapons cache. A mixed-blood smuggler, Lucky Legs, agrees to use her connections to help them, in exchange for permission to return her son to America. The boy's racist father, Sergeant Brock - who left the woman when she gave birth to their son - is part of the group. Lucky Legs will have to use the love that a guerrilla leader, Major Cham, has for her to allow access to the base.",,0,0,0,0,0
32745,128045,Air Collision,2012,Action,92,United States,Liz Adams,"Reginald VelJohnson, Jordan Ladd, Gerald Webb, Michael Teh, Darin Cooper, Darren Anthony Thomas, Andy Clemence, Meredith Thomas, Stephanie Hullar, Caryn Ward",4.2,,4.0,13,A solar storm wipes out the air traffic control system. Air Force One passengers and airliners find themselves on a collision course in the skies over the Midwest.,,0,0,0,0,0
32764,128177,Don't Kill It,2016,Fantasy,93,United States,Mike Mendez,"Dolph Lundgren, Kristina Klebe, Billy Slaughter, Elissa Dowling, Miles Doleac, Aaron McPherson, Jasi Cotton Lanier, Emily Brobst, Tony Bentley, Michael Aaron Milligan",4.4,4.0,5.0,8,"An ancient demon appears in an Alaskan town, leaving behind a long trail of death and destruction. The only hope of survival lies in Jebediah Woodley, a hunter of evil creatures who had once come face to face with the same terrible entity. In collaboration with FBI agent Evelyn Pierce, Jebediah must find a way to annihilate the demon.",,0,0,0,0,0
32766,128195,Cast a Long Shadow,1959,Western,82,United States,Thomas Carr,"Audie Murphy, Terry Moore, John Dehner, James Best, Rita Lynn, Denver Pyle, Ann Doran, Stacy Harris, Robert Foulk, Wright King",6.7,,7.0,3,"Matt, Kerman's illegitimate son, inherits a farm upon his death. As a boss he is ambitious and too authoritarian, so much so that in a short time he makes all enemies, including the superintendent, a certain Donahue. When he gets into trouble, Matt realizes that his toughness is of no use.",,0,0,0,0,0
32774,128239,A Deadly Obsession,2012,Action,88,United States,John Stimpson,"Katee Sackhoff, Grant Harvey, Bart Johnson, Robyn Lively, Bates Wilder, John Shea, Kevin G. Cox, Michael Cognata, Andria Blackman, Rachel Delante",6.0,,6.0,3,"At the age of six, Suzanne watched her mother kill her father. Twenty-five years later, she is a psychology professor living in fear of becoming a criminal like her mother. While giving a lecture at the university, sudden shots cause many victims. The perpetrator of the shooting is Connor, a former psychopathic patient of his. In an attempt to curb the young man's madness before it's too late, Suzanne must deal with her personal demons.",,0,0,0,0,0
32790,128407,Phantasm: Ravager,2016,Fantasy,87,United States,David Hartman,"Angus Scrimm, Reggie Bannister, A. Michael Baldwin, Kathy Lester, Bill Thornbury, Daniel Schweiger, Gloria Lynne Henry, Cean Okada, Jay Oliva, Daniel Roebuck",5.7,,6.0,7,"From time immemorial Reggie, a former ice cream seller, has been on a constant search for his greatest enemy, the evil Tall Man. He will finally be forced to confront the mysteries of death and the strange spheres that rage in the sky.","Fourth chapter of the Ghosts saga, created by Don Coscarelli in 1979.",0,0,0,0,0
32793,128427,The Monster,2016,Horror,90,United States,Bryan Bertino,"Zoe Kazan, Ella Ballentine, Scott Speedman, Aaron Douglas, Christine Ebadi, Chris Webb",4.4,4.4,4.0,33,"Kathy and daughter Lizzy get lost in the woods. They end up being trapped in the middle of a tremendous forest. As if that weren't enough, they are chased by a terrible creature that is neither human nor animal. Amidst horror and primal chaos, they will redefine their relationship as mother and daughter.",,0,1,1,2,0
32812,128587,The Saint,2016,Action,126,United States,Ernie Barbarash,"Adam Rayner, Eliza Dushku, Greg Grunberg, Roger Moore, Sammi Hanratty, Enrique Murciano, Thomas Kretschmann, Kirsty Mitchell, Beatrice Rosen, Melissa Bolona",4.0,3.0,5.0,6,"Simon Templar, an internationally renowned thief known as ""the Saint"", is contacted by a rich and desperate businessman to help him find his kidnapped daughter. In addition to evading the authorities, Simon will have to confront a dangerous opponent from his past.",,0,0,0,0,0
32825,128970,HazMat,2013,Horror,80,United States,Lou Simon,"Norbert Velez, Aniela McGuinness, Todd Bruno, Gema Calero, Giordan Diaz, Tom Stedham, Daniela Larez, Reggie Peters, Mario Nalini, Dennis Spain",2.0,,2.0,5,"An independent TV production company has a program called Scare Antics, where people are given the opportunity to surprise friends with a good scare. Adam, Melanie and Carla want to scare their friend Jacob in hopes of getting him out of his quiet and boring shell. Program director David prepares for the shock by placing a series of hidden cameras inside an abandoned building.",,0,0,0,0,0
32826,128972,Code Red,2013,Horror,91,United States,Valeri Milev,"Paul Logan, Julian Kostov, Ralitsa Paskaleva, Borislav Iliev, Georgi Staykov, Valentin Ganev, Leart Dokle, Dimo Alexiev, Forbes KB, Velizar Binev",3.3,,3.0,3,"During the Second World War, Stalin secretly created a very powerful nerve gas, but this deadly weapon was lost shortly after the terrible battle of Stalingrad. More than 60 years later, the biochemical weapon reappears in present-day Bulgaria, transforming the local population into mutants that cause death and destruction everywhere.",,0,0,0,0,0
32827,128974,Agoraphobia,2015,Horror,86,United States,Lou Simon,"Cassandra Scerbo, Adam Brudnicki, Tony Todd, Aniela McGuinness, Gema Calero, Maria Olsen, Roberto Escobar, Julie Kendall, Harry Marsh, Hamlet",1.6,,2.0,5,"Faye is a girl who suffers from agoraphobia, that is, she is afraid of open spaces. When her father dies, he bequeathed his home to her, located in a remote part of the Florida Keys.",,0,0,0,0,0
32854,129756,Dead Awake,2016,Horror,99,United States,Phillip Guzman,"Lori Petty, Jesse Bradford, Brea Grant, Jocelin Donahue, Jesse Borrego, James Eckhouse, Billy Blair, Liz Mikel, Mona Lee Fultz, Jeffrey Reddick",4.3,4.5,4.0,4,"Young Kate Bowman is a social worker who is investigating the mysterious deaths of some people while they were sleeping. Shortly before his death, the victims reported seeing something supernatural while suffering some kind of sleep paralysis. Investigating further, Kate ends up provoking the force of the evil entity at the origin of it all, which will attempt to target her and her family.",,0,0,0,0,0
32861,129910,Super Cyclone,2012,Action,89,United States,Liz Adams,"Ming-Na Wen, Nicholas Turturro, Andy Clemence, Darin Cooper, Jonathan Le Billon, Dylan Vox, AnnaMaria Demara, Steve Hanks, Wayne Lopez, Mitch Lerner",3.7,,4.0,3,A super cyclone threatens the entire American east coast. A lonely meteorologist and an oil engineer will join forces to stop the threat of nature.,,0,0,0,0,0
32864,129987,The Meg,2018,Action,114,United States,Jon Turteltaub,"Jason Statham, Bingbing Li, Winston Chao, Sophia Cai, Rainn Wilson, Ruby Rose, Page Kennedy, Cliff Curtis, Robert Taylor, Jessica McNamee, Ólafur Darri Ólafsson, Masi Oka",4.6,4.25,5.0,78,"Five years earlier, experienced diver and Navy captain Jonas Taylor encountered an unknown danger in the uncharted ravines of the Mariana Trench and was forced to abandon his mission and half of his crew. The tragic accident earned him a dishonorable discharge, career, and even his marriage, and his testimony that he had been the victim of a 70-foot-tall prehistoric creature believed extinct for over a million years was useless. But when, after some time, a submarine sinks in the same spot and needs help, Jonas is recalled for a special mission that can restore his reputation.",,0,1,0,1,0
32875,133731,Night of the Wild,2015,Horror,89,United States,Eric Red,"Rob Morrow, Kelly Rutherford, Tristin Mays, Carmen Tonry, Jill Zarin, Mary Katherine O'Donnell, B.D. Boudreaux, Mason Guccione, Darrell Chumley, Eric Ashton Spooner",2.6,2.0,3.0,10,"In a seemingly quiet city, a meteor shower generates a sinister green meteorite that appears to have dangerous effects on dogs, who are suddenly transformed from docile animals to ruthless killers. With the villagers forced to defend themselves and fight against their once closest friends, young Roslyn finds herself looking for a way to survive accompanied by her faithful dog.",,0,0,0,0,0
32885,133808,Metal Tornado,2011,Fantasy,90,United States,Gordon Yang,"Lou Diamond Phillips, Nicole de Boer, Greg Evigan, Stephen MacDonald, John Maclaren, Cinthia Burke, Sophie Gendron, Frank Schorpion, Alexis Maitland, Rob Stewart",2.7,,3.0,6,"The Elios project is a top secret experiment aimed at controlling the power of the sun to obtain a potential unlimited source of energy. When a huge solar storm destroys the project's containment system, a magnetic vortex is unleashed that consumes all the metal in its path. The tornado behaves like a huge electric saw, pulverizing machines, buildings and an entire tower. As destruction spreads across three continents, humanity seems powerless in the face of such devastation.",,0,0,0,0,0
32886,133810,Martian Land,2015,Action,86,United States,Scott Wheeler,"Lane Townsend, Alan Pietruszewski, Jennifer Dorogi, Arianna Afsar, Chloe Farnworth, Chaim Dunbar, Dionne Neish, Caroline Williams, Eddy Owdish, Caroline Attwood",2.1,,2.0,14,"In the future, the human race has moved to Mars and lives in cities similar to those on Earth, but protected by huge force fields. When a giant sandstorm breaks through the dome and completely destroys Mars New York, the residents of Mars Los Angeles must try to stop the storm before they are next to be blown away.",,0,0,0,0,0
32901,133911,Taken Heart,2016,Action,90,United States,Steven R. Monroe,"Gina Holden, Natasha Calis, Matthew Ziff, Raffaello Degruttola, Tom E. Nicholson",3.3,3.0,4.0,5,"Kate Johnson is a single mother and an efficient undercover detective. When her daughter Nina goes to Belize to help a local orphanage and is kidnapped by a dangerous criminal organization, Kate decides to take matters into her own hands and take matters into her own hands. Once in Belize, she meets Francisco Orizaga, a former marine who agrees to help her. Her research will make her discover how the local population is strongly intimidated by criminals and how few are willing to talk about the rumors of organ trafficking run by the organization.",,0,0,0,0,0
32910,134000,Cold Zone,2017,Action,90,United States,John MacCarthy,"Martin Cummins, Kirsten Robeck, Steve Bacic, Nick Purcha, Sarah Desjardins, Sarah-Jane Redmond",4.1,,4.0,14,"While on vacation with his family in Alaska, scientist Roger Summers investigates bird migrations when he comes across numerous animals frozen in the woods. Confused, he confronts lonely environmentalist Tim Hughes, whose warnings about the danger of a severe global freeze have been ignored by the scientific community. Together, the two realize that Tim's predictions are coming true and that a violent, freezing storm is gaining strength to cover the entire planet soon. With people starting to freeze to death from being outside for even 4 minutes, it's up to Roger to save his family, his people and the whole world before it's too late.",,0,0,0,0,0
32928,134056,Life,2017,Fantasy,103,United States,Daniel Espinosa,"Rebecca Ferguson, Ryan Reynolds, Jake Gyllenhaal, Hiroyuki Sanada, Ariyon Bakare, Alexandre Nguyen, Olga Dihovichnaya",5.7,5.21,6.0,201,"Six members of an international space station are grappling with the greatest discovery in humanity: the first evidence that certifies the existence of life on Mars. As research continues, the methods they use will have unexpected consequences, and alien life will prove smarter than they thought.",,0,0,0,0,0
32942,134127,Independents' Day,2016,Action,91,United States,Laura Beth Love,"Fay Gauthier, Sal Landi, Johnny Rey Diaz, Matthew Riley, Jon Edwin Wright, Jude Lanston, Jacquelin Arroyo, William Castrogiovanni, Vishesh Chachra, Brian Tyler Cohen",4.0,,4.0,3,The aliens invade the Earth and their ultimatum is clear. The fate of humanity hangs in the balance: the president of the United States and the citizens still do not know if they should trust these aliens or if they should fear them.,,0,0,0,0,0
32977,135473,Future World,2018,Fantasy,88,United States,"James Franco, Bruce Thierry Cheung","James Franco, Milla Jovovich, Lucy Liu, Suki Waterhouse, Method Man, Margarita Levieva, Snoop Dogg, Scott Haze",2.8,2.0,4.0,3,"In a post-apocalyptic world, where water and petrol have long since run out, a ""Prince"" of the oasis (one of the last known free zones) is forced to set out in search of the medicine that can help the Queen in difficulty. Along the way, he will be able to join Warlord and his robot Ash as they embark on a daring journey across the wasteland together.",,0,0,0,0,0
32998,135583,#Screamers,2016,Horror,85,United States,Dean Matthew Ronalds,"Theodora Miranne, Abbi Snee, Tom Malloy, Griffin Matthews, Emanuela Galliussi, Chris Bannow",4.3,4.5,4.0,3,"Two young entrepreneurs, in Cleveland, have a bang with a web company that deals with scary user-generated videos. While a guy is shooting a documentary about them, a snuff video of a suicide goes viral on their platform and seems to be hiding something really disturbing.",,0,0,0,0,0
33007,135785,It Comes at Night,2017,Horror,97,United States,Trey Edward Shults,"Joel Edgerton, Riley Keough, Carmen Ejogo, Christopher Abbott, Kelvin Harrison Jr., Griffin Robert Faulkner",6.2,6.55,6.0,75,A father will stop at nothing to protect his wife and child from a malevolent presence that terrifies them as soon as they walk out their doorstep.,,0,1,1,1,0
33017,135882,A Wrinkle in Time,2018,Adventure,109,United States,Ava DuVernay,"Storm Reid, Deric McCabe, Levi Miller, Chris Pine, Gugu Mbatha-Raw, Reese Witherspoon, Oprah Winfrey, Zach Galifianakis, Michael Peña, Andre Holland, Mindy Kaling, Rowan Blanchard, Bellamy Young",4.4,4.67,4.0,20,"After the mysterious disappearance of their scientist father, teenage Meg, younger brother Charles and their friend Calvin are sent into space on his trail by three transcendental creatures: What is, Who and Which. They will discover that the Earth is threatened by dark forces trying to take over.",,0,1,0,1,0
33032,136510,Death Race 2050,2016,Action,100,United States,G.J. Echternkamp,"Manu Bennett, Malcolm McDowell, Marci Miller, Burt Grinstead, Folake Olowofoyeku, Anessa Ramsey, Yancy Butler, Charlie Farrell, D.C. Douglas, Shanna Olson",3.0,,3.0,6,"In the not too distant future, America is controlled by an all-powerful corporate government that keeps the masses dormant with violence-based entertainment and virtual reality. The event of the year is the Death Race, where a large assortment of racers compete in a cross-country road race, scoring points for the race by running over pedestrians and killing each other. The reigning champion and public favorite is half man and half machine Frankenstein, but little is known about him taking a wayward spy as his co-driver.",,0,0,0,0,0
33038,136523,Replicas,2018,Fantasy,107,United States,Jeffrey Nachmanoff,"Alice Eve, Keanu Reeves, Emjay Anthony, Emily Alyn Lind, Thomas Middleditch, John Ortiz, Nyasha Hatendi, Amber Rivera, Omar Cruz Soto, Jeffrey Holsman",4.7,4.25,5.0,34,"After the death of his family members in a tragic car accident, a scientist grows obsessed with bringing them back to life.",,0,0,0,0,0
33042,136530,It,2017,Horror,135,United States,Andres Muschietti,"Finn Wolfhard, Bill Skarsgård, Nicholas Hamilton, Javier Botet, Jaeden Lieberher, Steven Williams, Megan Charpentier, Wyatt Oleff, Sophia Lillis, Chosen Jacobs, Jeremy Ray Taylor, Jack Dylan Glazer, Jackson Robert Scott",6.0,5.91,6.0,247,"In a small town in Maine, a group of seven kids come face to face with their greatest fear: an evil clown named Pennywise, whose history of crime, violence and disappearance has spanned centuries.",From a Stephen King novel.,0,0,0,0,0
33061,136605,The Commuter,2018,Action,105,United States,Jaume Collet-Serra,"Liam Neeson, Vera Farmiga, Patrick Wilson, Sam Neill, Elizabeth McGovern, Jonathan Banks, Andy Nyman, Florence Pugh, Killian Scott, Shazad Latif, Roland Møller",5.6,5.44,6.0,160,"Michael, an insurance salesman, is invited by a mysterious stranger to discover the identity of a thief hidden on the train he takes to get around every day before the vehicle reaches its last stop. In return, he will have a large sum of money. As he struggles against time to solve the puzzle, Michael realizes that he is unwittingly part of a criminal conspiracy in which his own life and that of all passengers are at stake.",,0,0,0,0,0
33069,136731,Alita: Battle Angel,2019,Fantasy,121,United States,Robert Rodriguez,"Rosa Salazar, Keean Johnson, Christoph Waltz, Jennifer Connelly, Mahershala Ali, Ed Skrein, Michelle Rodriguez, Eiza González, Lana Condor, Jorge Lendeborg Jr.",6.4,6.29,6.0,100,"XXVI century. Alita (Rosa Salazar) is a cyborg who is discovered in a junk yard by Dr. Daisuke Ido (Christoph Waltz). With no recollection of her previous life, except for the incredible martial arts training memorized by her body, Alita becomes a ruthless bounty hunter, on the trail of the world's worst criminals.",,0,0,0,0,0
33103,136899,Hostiles,2017,Adventure,127,United States,Scott Cooper,"Christian Bale, Rosamund Pike, Wes Studi, Adam Beach, Ben Foster, Jesse Plemons, Rory Cochrane, Q'Orianka Kilcher, Stephen Lang, Paul Anderson, Michael Parks",6.9,6.79,7.0,176,"In 1892 Blocker, a legendary army captain, reluctantly agrees to escort a Cheyenne chief and his family through dangerous and hostile territory to Montana. Complicating the journey, in addition to old and new enemies, will be the further presence of a widow, who has seen her loved ones perish in a massacre.",,0,0,0,0,0
33164,137265,Bushwick,2017,Action,94,United States,"Jonathan Milott, Cary Murnion","Dave Bautista, Brittany Snow, Arturo Castro, Christian Navarro, Angelic Zambrana, Patrick M. Walsh, Alex Breaux, Jeff Lima, Jeremie Harris, Jay Hieron",5.7,6.0,5.0,44,"Stepping out of a Brooklyn subway stop, Lucy discovers that her neighborhood is under attack by some black-clad military men. Stupe, a former Marine member, will reluctantly help her survive the civil war sparked by Texas's attempted secession from the United States.",,0,0,0,0,0
33167,137271,XX,2017,Horror,77,United States,"Roxanne Benjamin, Sofia Carrillo, Annie Clark, Jovanka Vuckovic","Melanie Lynskey, Natalie Brown, Angela Trimbur, Mike Doyle, Breeda Wool, Kyle Allen, Peter DaCunha, Peyton Kennedy, Sanai Victoria, Ron Lea",5.8,7.0,5.0,15,All-female horror anthology composed of four dark tales starring four killers.,,0,0,0,0,0
33172,137309,Ozark Sharks,2016,Action,88,United States,Misty Talley,"Allisyn Ashley Arm, Laura Cayouette, Thomas Francis Murphy, Becky Andrews, Chris Angerdina, Charles Barber, Tyrus Bazell, Ross Britz, Kimberly P. Coburn, Jennifer Cocker, Danny Cosmo",1.3,,1.0,3,"Rick and Diane decide to spend a weekend with their family in the Ozark plateau and finally let sweet grandmother Nana review the places where she spent her childhood. Upon their arrival, the city is being prepared for the summer party. Meanwhile, a group of locals began to unwittingly annoy sharks who have chosen a deep cove in the Ozark as their home. So the family decides to stop the creatures and save the city. It will be a vacation that no one will soon forget.",,0,0,0,0,0
33186,137363,Mom and Dad,2017,Horror,123,United States,Brian Taylor,"Nicolas Cage, Selma Blair, Theresa Cook, Joseph D. Reitman, Anne Winters, Olivia Crocicchia, Zackary Arthur, Brionne Davis, Dale Miller, Ricardo Santos",5.0,5.0,5.0,37,"A teenager and her younger brother have to survive 24 hours of terror during which mass hysteria, of unknown origins, leads parents to engage in violent behavior against their children.",,0,0,0,0,0
33192,137418,Cross 2,2016,Action,96,United States,Patrick Durham,"Brian Austin Green, Danny Trejo, Vinnie Jones, Patrick Durham, Tom Sizemore, Lori Heuring, Tim Abell, André Gordon, Ned Liebl, Amy Jane",1.3,,1.0,4,"The city of Los Angeles is in danger, an old Viking demon named Gunnar has been brought back to life by a curse. Only Cross and his team of fighters will be able to save the city and restore order to the world.",,0,0,0,0,0
33225,137772,Coin Heist,2017,Action,97,United States,Emily Hagins,"Sasha Pieterse, Jay Walker, Alex Saxon, Alexis G. Zall, Blanche Baker, David W. Thompson, Michael Cyril Creighton, Shoba Narayan, Elijah Boothe, Justin Mark, Connor Ratliff",3.6,,4.0,7,"When a crisis threatens to destroy the high school they attend, four teens come up with a bold plan to raise the $ 10 million sum. The first step, however, involves the raid on the US Mint, the US body in charge of producing circulating money.",,0,0,0,0,0
33232,137813,Io,2019,Fantasy,96,United States,Jonathan Helpert,"Margaret Qualley, Anthony Mackie, Danny Huston",4.6,4.0,5.0,28,"Sam, a young teenager, is one of the last people left on Earth after a cataclysm that wiped out the planet. With the last spacecraft leaving shortly thereafter, Sam will find himself facing a difficult dilemma: join the rest of humanity and start his life elsewhere or stay on Earth as a shipwreck in the only world he has ever known.",,0,0,0,0,0
