,filmtv_id,title,year,genre,duration,country,directors,actors,avg_vote,critics_vote,public_vote,total_votes,description,notes,humor,rhythm,effort,tension,erotism
22042,39898,The Hard Corps,2006,Action,110,United States,Sheldon Lettich,"Jean-Claude Van Damme, Razaaq Adoti, Vivica A. Fox, Peter Bryant, Ron Bottitta, Viv Leacock, Adrian Holmes, Mark Griffin, Ron Selmour, Aaron Au",7.0,6.0,8.0,5,"Phillip Sauvage is an American soldier suffering from post-traumatic stress syndrome, due to his time spent at the front in Iraq and Afghanistan. Together with his former officer Clarence Bowden, he follows Wayne Barclay, a brilliant businessman with a past as a boxing champion, as his bodyguard. Rap tycoon Terrell Singletery has an unfinished business with the latter, who ended up behind bars precisely because of the former boxer and now released from prison. Worried about this, Wayne's sister Tamara hires Sauvage to protect her brother - but it won't be an easy task, especially when Bowden is killed ...",The usual Van Damme.,0,2,0,1,0
27086,53752,Pursuit to Algiers,1945,Adventure,65,United States,Roy William Neill,"Basil Rathbone, Nigel Bruce, Marjorie Riordan, Rosalind Ivan, Morton Lowry, Leslie Vincent, Martin Kosleck, Rex Evans, John Abbott, Gerald Hamer",5.5,,6.0,4,"Sherlock Holmes (Basil Rathbone) and loyal Watson (Nigel Bruce) are hired by to escort the heir to the throne Nikolas (Lesile Vincent) to his country, where he must take the place of his murdered father. Theirs will be a dangerous and accident-studded journey by the enemies of the throne, who plot for the young dolphin to be killed too.",Based on Conan Doyle's novel The Return of Sherlock Holmes.,0,0,0,0,0
6577,10244,Apache Uprising,1965,Western,90,United States,R. G. Springsteen,"Rory Calhoun, Corinne Calvet, John Russell",5.3,6.0,5.0,3,"At the time of the Indian raids, the stagecoach serving Apache Welles must hire two gunslingers, Jim and Bill, as an armed escort. They prevent a robbery and defend the passengers from an Indian attack. A nostalgic western that stages, with the most used instruments of the genre, the eternal clash between the good and the bad.",,0,0,0,0,0
22245,40197,Dream Cruise,2006,Horror,57,United States,Norio Tsuruta,"Daniel Gillies, Yoshino Kimura, Miho Ninagawa, Ryo Ishibashi",4.7,5.33,4.0,14,"Jack, an American lawyer who lives and works in Tokyo, falls in love with the wife of Eiji, his richest client. Despite the phobia of the sea (which has haunted him since he witnessed his brother's drowning as a child), Jack agrees to go on a boat with the couple for a trip to the bay. However, the three hikers are unaware of what awaits them ...","From _Masters of Horror 2_, when _The Ring_ meets _Ore 10: flat calm_: a plot already seen, especially for those who are not fasting Japanese ""ghost"" horror. Despite some clever ideas and a couple of twists, it is the plot that flounders in the water and finally drowns before the credits.",0,2,0,2,0
31840,83796,The Legend of Tarzan,2016,Action,109,United States,David Yates,"Margot Robbie, Alexander Skarsgård, Christoph Waltz, Samuel L. Jackson, Djimon Hounsou, Jim Broadbent, Casper Crump, Ella Purnell, Simon Russell Beale, Lasco Atkins",4.7,4.5,5.0,79,"Tarzan left the African jungle for several years to lead a normal bourgeois life like John Clayton III with his wife Jane. Invited to Congo as an emissary of Parliament, he does not know that he is just a pawn in the hands of Captain Leon Rom, a man thirsty for revenge. But no one has any idea what the Roma plot is about to unleash.",,0,0,0,0,0
22397,40441,The Spoilers,1942,Adventure,87,United States,Ray Enright,"Marlene Dietrich, Randolph Scott, John Wayne, Margaret Lindsay, Harry Carey",6.3,6.0,7.0,13,"In Nome, an Alaskan town, Roy Glennister works as a gold digger with fellow Dextry. The two are part of a team financed by the owner of a saloon, Cherry Malotte, but she is threatened by a scammer superintendent named Alexander McNamara, who wants to get his hands on the profits from the extraction. Roy and Dextry decide to wage a fight with the corrupt commissioner, unearthing hidden truths ...","Classic adventure film from the 1940s, with all the limits of staging and rhythm characteristic of the time. Seen today it seems almost grotesque, but the Wayne-Dietrich duo always deserves praise.",0,2,0,1,0
608,949,Hello Again,1987,Fantasy,95,United States,Frank Perry,"Shelley Long, Judith Ivery, Gabriel Byrne, Corbin Bernsen, Sela Ward, Austin Pendleton, Carrie Nye, Madeleine Potter, Thor Fields",4.8,6.0,4.0,3,"Lucy is married to a surgeon, but damages her professional aspirations with childlike simplicity. On the other hand, she is very attached to her sister Zelda who practices a kind of picturesque magic. But it happens that Lucy dies, because of a (Korean) meatball that goes sideways. A year later, Zelda resurrects her ... It is well known that the theme of reincarnation has a hold on the most gullible sections of Americans. The purpose of Frank Perry's film would be to make fun of these beliefs, but it does so in such a banal and puppet-like way that it slips into easy farce without being able to set the tone of costume criticism.",,2,2,1,1,0
37439,196337,Godmothered,2020,Fantasy,110,United States,Sharon Maguire,"Jillian Bell, Isla Fisher, Santiago Cabrera, Mary Elizabeth Ellis, Jillian Shea Spaeder, Willa Skye, Jane Curtin, June Squibb, Stephnie Weir, Utkarsh Ambudkar, Artemis Pebdani, Carlease Burke",4.3,,4.0,4,"Eleanor, a young and inexperienced fairy godmother in training, after hearing that her chosen profession is in danger of extinction, decides to show the world that people still need fairy godmothers. After finding a lost letter from a troubled 10-year-old girl, Eleanor tracks her down and discovers that the little girl, Mackenzie, is now a 40-year-old single mom who works for a Boston news bulletin. Having lost her husband many years ago, Mackenzie has almost given up on the idea of ??""happily ever after"", but Eleanor is adamant about giving Mackenzie a happy twist, whether she likes it or not.",,0,0,0,0,0
2070,3143,White Water Summer,1987,Adventure,87,United States,Jeff Bleckner,"Kevin Bacon, Sean Astin, Jonathan Ward, Matt Adler, K.C. Martel, Caroline McWilliams, Charles Siebert, Joseph Passerrelli",5.3,4.0,7.0,6,"A guide specialized in trips to the limit of survival takes a group of children to heart: he is convinced that facing so many difficulties is the best push to move from adolescence to maturity. So with four of them he faces a difficult crossing and behaves very hard in particular with one, the most rebellious.","Lazy children's film, with many beautiful images of wild nature and with Kevin Bacon, one of the four interpreters of ""Fandango"".",1,2,0,1,0
30875,77074,Finders Keepers,2014,Horror,90,United States,Alexander Yellen,"Jaime Pressly, Patrick Muldoon, Kylie Rogers, Marina Sirtis, Steve Austin, Tobin Bell, Mark DeCarlo, Joseph Gatt, Mary Pat Gleason, Trilby Glover, Michael Healey, Kristen Kerr, Ariel Llinas, Joey Luthman",4.1,,4.0,13,"A divorced woman is going through a period of great stress and confusion, so she decides to move in with her daughter in a new apartment. The life of the mother and young daughter begins to be upset by the presence of a doll with horrifying features, found inside the new home and presumably abandoned by the previous owners of the building.",,0,1,1,1,0
34388,150239,Sink Hole,2013,Fantasy,90,United States,Scott Wheeler,"Gina Holden, Brooke Mackenzie, Dominika Juillet, Jeremy London, Paris Dylan, Eric Roberts, Kelle Cantwell, Nicole Gordon-Levitt, Kaitlin Wright, Marc Siegler",5.0,,5.0,3,"A chasm swallows a school bus which, full of students, remains suspended in the void. Any sudden movement could cause the vehicle to crash. This forces the boys to fight for their survival. Their only hope is paramedic Joan Conroy, who will have to overcome a tragic past to save everyone, including her daughter.",,0,0,0,0,0
13825,22290,Ocean Tribe,1997,Adventure,106,United States,Will Geiger,"Vaughn Roberts, Gregg Rainwater, Robert Caso, Troy Fazio",6.8,6.0,8.0,3,"Bob once only cared about surfing: now, at just 25 years of age, doctors have diagnosed him with end-stage cancer and are only giving him a few months to survive. The news shakes the lives of some of the boy's adventurers like an earthquake: Schwartz, an undisciplined doctor; Noah, worried about impending fatherhood; Lance, who pursues the mirage of an acting career; Jeb, just released after yet another arrest for drug possession. Together again, the four seize an old station wagon and ""free"" Bob from the hospital, determined to give him one last raid on the Mexican waves ...",,1,2,0,1,0
8237,12847,Bad Girls,1994,Western,99,United States,Jonathan Kaplan,"Andie MacDowell, Drew Barrymore, Mary Stuart Masterson, Madeleine Stowe, James LeGros",4.5,4.0,5.0,26,"Cody, Anita, Eileen and Lilly work in the same brothel. One day the sheriff disrespects Anita and Cody snorts him. Forced to flee, the four girls head to the bank where Cody keeps his life's savings. But the same idea was also had by Kid Jarret, an old flame of Cody, who has no account in his name, but has a gun. Cody does not give up and leaves with her friends in search of Jarret.","The idea of ??""Bad Girls"" is in itself a good one and the cast, made up of discreet actresses without the presence of prima donnas, arouses some preventive curiosity. The script, the direction and the direction of the actors are, however, disconcerting, bordering on parody.",0,2,0,2,1
20102,36639,Deja vu,2006,Fantasy,128,United States,Tony Scott,"Denzel Washington, Paula Patton, Val Kilmer, Jim Caviezel, Adam Goldberg, Bruce Greenwood",6.2,6.29,6.0,254,"Doug Carlin is an FBI agent assigned to the case of a terrorist attack that blew up a ferry boat and killed hundreds of people. The same day, Claire Kuchever, a young woman who Doug feels he has already known, is murdered. To discover the culprits, he is recruited by a secret department which, with state-of-the-art technological means, has managed to create a system to review events from the past live. Doug discovers that the device works like a time machine, allowing him to interfere with events; then begins a personal investigation, back in the days, to foil the attack and save Claire.","The idea could have its own why but Tony Scott is not the brother Ridley and it shows. It does not know how to contain itself, so much so that it also falls into the temporal paradox. Unforgivable.",1,3,1,2,1
5638,8784,Never Cry Wolf,1983,Adventure,105,United States,Carroll Ballard,"Charles Martin Smith, Brian Dennehy, Zachary Ittimangnacq",7.5,8.0,7.0,6,"In Canada, wolves are thought to threaten the last of the caribou. A biologist goes to the ""white desert"" of the North and discovers unexpected truths. Smiling ecological fairy tale and beautiful images of wild Alaska, directed by the director of ""Black Beauty"", but without too much sillyness despite the Disney production.",,0,2,1,1,0
27163,54082,Long Distance,2005,Horror,90,United States,Marcus Stern,"Monica Keena, Ivan Martin, Kevin Chapman, Tamala Jones, Emily Galvin, Lonnie Farmer, Richard Snee, Tim McIntire, David Ian, Alice Duffy",5.1,4.0,6.0,8,"Nicole is a lonely young woman who one day dials a phone number by entering a number wrong. A trivial mistake that will prove fatal: on the other end of the line there is an answering machine. She hangs up but immediately receives a call from a man who talks to her in a strange way. The next day the police arrive and have traced the calls made to that number as belonging to a woman who was killed just as Nicole accidentally called her. The killer, who now has Nicole's number, begins to involve her by updating her by telephone on the chain of crimes she is committing as she approaches Nicole's home in Boston.",,0,2,1,2,0
29403,67129,Late Phases,2014,Horror,96,United States,Adrian Garcia Bogliano,"Nick Damici, Ethan Embry, Erin Cummings, Tom Noonan, Lance Guest, Karen Lynn Gorney, Rutanya Alda, Caitlin O'Heaney, Tina Louise",5.7,6.0,5.0,17,"Crescent Bay is not the ideal place to spend idyllic days, as the once peaceful location has become the subject of a series of deadly attacks by animals from the threatening nearby forest. Ambrose McKinley, a war veteran, is however forced to move there with his son Will, meeting the resistance of his fellow citizens with his unfriendly attitude. Ambrose's attitude will come in handy to man when it becomes clear that the deadly attacks are not of animal or human origin but conceal something sinister.",,0,1,1,0,0
26005,49522,The Innkeepers,2011,Horror,100,United States,Ti West,"Sara Paxton, Pat Healy, Kelly McGillis, George Riddle, Alison Bartlett, Lena Dunham, Jake Ryan, John Speredakos",5.9,6.75,5.0,42,"After more than one hundred years of service, the Yankee Pedlar Inn, a hotel with a glorious past, is preparing to close its doors forever. Claire and Luke, the last two employees left at the facility, are determined to let the world find out what caused what is believed to be one of the most haunted hotels in New England, due to the presence of the spirit of an unhappy bride. failure. While they are busy recording the strange noises they hear, just seven days after closing, they welcome two unexpected guests, a former actress recycled into a medium (Kelly McGillis) and a mysterious elderly gentleman with somewhat suspicious behavior.",,0,0,0,0,0
28414,60966,Transcendence,2014,Fantasy,119,United States,Wally Pfister,"Johnny Depp, Paul Bettany, Rebecca Hall, Kate Mara, Morgan Freeman, Cillian Murphy, Cole Hauser, Clifton Collins jr., Lukas Haas, Luce Rains, Cory Hardrict",4.9,4.38,5.0,176,"Dr. Will Caster (Johnny Depp) is the foremost researcher in the field of artificial intelligence and works to create a sentient machine, capable of combining the same artificial intelligence with the full range of human emotions. His highly controversial experiments have made him famous all over the world but have also made him the main target of anti-tech extremists, who would do anything to stop him. However, in an attempt to destroy Will, his bitterest enemies unwittingly end up making him the protagonist of his own ""transcendence"". Evelyn (Rebecca Hall) and Max Waters (Paul Bettany) - Will's wife and best friend respectively and both researchers - ask themselves a thousand questions about what to do when, implanting the synapses in an artificial machine, Will transforms his thirst for knowledge into an obsessive one. pursuit of power.","Pfister really does everything to create a science fiction product that does not resort to the usual set pieces and is not forced to rely only on special effects. Yet nothing works. Film with a leaden gait, philosophically banal, Manichean in the representation of the neo-Luddites, stuck in the supporting sentimental triangulation and ideologically unresolved, not even helped by a Depp at an all-time low, absent as if he were really the hologram of a synaptic filament lost in the network . The only one who is committed beyond the minimum wage threshold is Paul Bettany, but it does not affect the fate of Transcendence.",0,2,3,2,1
19502,34379,Slaughterhouse-Five,1972,Fantasy,104,United States,George Roy Hill,"Michael Sacks, Valerine Perrine, Ron Leibman, Eugene Roche;Sharon Gans",6.6,6.57,7.0,46,"Present, past and future of Billy Pilgrim, WWII veteran.","Overrated (it won the Jury Prize at Cannes) film transposition (inevitably superficial) of the classic sci-fi by Kurt Vonnegut. However, Bach's music interpreted by Glenn Gould is memorable.",0,2,2,1,0
8368,13042,Mortal Kombat,1995,Adventure,102,United States,Paul W.S. Anderson,"Christopher Lambert, Linden Ashby, Talisa Soto, Trevor Goddard",4.6,4.33,5.0,81,"In the realm of Outworld a tournament decides (once for each generation) the fate of the Earth. For nine generations Shang Tsung, an evil priest who feeds on the strength of rival warriors killed in combat, has ensured primacy to one of his proteges. This time two men and a woman assisted by a holy man are called to avert the danger.","Quick reflexes, medieval science fiction costumes, a great display of martial arts, special effects galore; accompanied by pounding music and pseudo-philosophical amenities, waiting for the final ""game over"". We see that the film is based on a famous video game.",1,3,1,2,0
25501,46854,The Double,2011,Action,98,United States,Michael Brandt,"Richard Gere, Topher Grace, Martin Sheen, Odette Annable, Stephen Moyer, Stana Katic, Chris Marquette, Tamer Hassan, Nicole Forester, Jeffrey Pierce",5.0,5.3,5.0,66,"The assassination of a senator who seems to bear the signature of the ruthless Soviet killer Cassius, causes former CIA agent Paul Shepherdson (Richard Gere) to be convinced by the former mentor to support the young FBI agent Ben Geary in the investigation. (Topher Grace). Paul, who has hunted Cassius in the past, believes the killer is actually long dead, while Ben, who graduated with a thesis on Shepherdson's work, claims he is alive and has returned to do misdeeds. By analyzing the crimes of the past and comparing them with what has happened recently, the two discover that Cassius may be someone who is closer to them than they suspected.","In writing, the proven pair Michael Brandt / Derek Haas shows off an uncommon confidence: in an iron story he resolves the ambiguity within Shepherdson in the first few minutes, risking running out of aces up his sleeve but creating others at each further junction. The direction, on the other hand, is limited to the manner by clinging to re-chewed expedients: the abuse of slow motion clashes with the anti-rhetorical construction of the story and with the formal dryness of the painting, while the sloppy flashback sequences are banally announced by gray filters. Venial sins of the “double” Brandt, brave veteran of the screenplay and debut director.",0,1,2,2,0
26966,53248,A Plumm Summer,2007,Adventure,99,United States,Caroline Zelder,"Jeff Daniels, William Baldwin, Henry Winkler, Lisa Guerrero, Chris Massoglia, Owen Pearce, Morgan Flynn, Brenda Strong, Tim Quill, Peter Scolari",5.0,,5.0,3,"Rocky Plumm, a five-year-old boy living in Montana in the mid-1960s, has an inordinate passion for TV presenter Happy Herb (Henry Winkler) and his talking puppet Froggy Doo, who cheer up TV afternoons. But when Froggy Doo is stolen and the show suspended, Rocky and his brother Elliott decide to venture together with Haley in a frantic search for the puppet that will lead them to meet a couple of federal agents and a long list of suspected thieves.",,0,0,0,0,0
4332,6649,Black Belt,1991,Action,87,United States,Charles Philip Moore,"Don 'The Dragon' Wilson, Deirdre Imershein, Matthias Hues",6.8,6.0,8.0,6,"Jack Dillon is a policeman who went on his own. Rock star Shanna contacts him to act as her bodyguard; Jack quickly discovers that the task is rather complicated: there is Shanna's former agent who has decided to take revenge by taking her out and there is a serial killer by the angelic name of John Sweet who continues to send her death messages. Sweet, by the way, is the son of a former rock star traumatized in his youth by his mother's uninhibited sexual mores. Jack Dillon, a kickboxing expert, kills rivals and makes the singer fall in love with himself. Ugly In America, they call things like exploitation and they work like this: you take the subject of a probably successful film in the works and hastily assemble a similar story so that it comes out before the most important film. This is the ""poor"" version of Bodyguard.",,0,1,0,1,0
18308,30965,Foxfire,1955,Western,87,United States,Joseph Pevney,"Barton McLane, Jane Russell, Jeff Chandler, Dan Duryea, Mara Corday",5.0,,5.0,3,,,0,0,0,0,0
16095,26099,Derailed,2002,Action,89,United States,Bob Misiorowski,"Jean-Claude Van Damme, Tomas Arana, Laura Harring, Susan Gibney",4.9,5.0,5.0,26,"Jacques Kristoff, a special agent of the US government, is assigned to protect the Russian biologist Galina Konstantin. When some terrorists, determined to kidnap the scientist, seize the train on which the two are traveling, Kristoff will have to do his best to put the bad guys in a position to do no harm, before they can get their hands on the high-tech biological weapons that Galina brings with her ...","To the delight of his fans, the strong Belgian granite does not deviate an inch from its everlasting cliché. Others can console themselves with the Lynchian Harring (_Mulholland Drive_).",0,2,0,1,0
36162,171049,Rim of the World,2019,Adventure,99,United States,McG,"Jack Gore, Miya Cech, Benjamin Flores Jr., King Bach, Alessio Scalzotto, Lynn Collins, Annabeth Gish, Michael Beach, Tony Cavalero, Andrew Bachelor, Scott MacArthur, Dean Jagger, Michael Papajohn",5.4,6.0,5.0,8,"Summer camp has just begun when four misfit teens - Alex, ZhenZhen, Dariush and Gabriel - discover they have bigger problems to deal with than canoeing or climbing ropes: Planet Earth has been invaded by aliens. Left alone in a campsite once teeming with people, the four are unexpectedly given a key that leads to the secret to stop the invasion. With no adults or electronic devices to rely on, they will have no choice but to unite, overcome their fears and save the world.",,0,0,0,0,0
7539,11736,Phantasm 2,1988,Horror,97,United States,Don Coscarelli,"James LeGros, Reggie Bannister, Angus Scrimm",5.0,4.0,6.0,23,"A boy fights against a being belonging to the mysterious dimension of nightmares and endowed with tremendous powers. As in the ""Phantasm"" of nine years earlier, the screenwriter and director Coscarelli knows the tricks that cause the shock, but he does not have the gift of consistency.",,0,0,0,0,0
31725,83292,Close Range,2015,Action,80,United States,Isaac Florentine,"Scott Adkins, Nick Chinlund, Caitlin Keats, Jake La Botz, Tony Perez, Madison Lawlor, Julien Cesario, Jimmy Chhiu, Ray Diaz, Robert Dill",3.7,4.0,3.0,6,"After rescuing his kidnapped niece from a powerful drug cartel, Colton MacReady begins a relentless fight to save his family. The men of the cartel have in fact arrived in his secluded ranch in search of revenge, protected by corrupt authorities who guarantee the delay of aid",,0,0,0,0,0
18283,30919,Serenity,2005,Fantasy,119,United States,Joss Whedon,"Nathan Fillion, Gina Torres, Alan Tudyk, Morena Baccarin, Adam Baldwin, Summer Glau, Jewel Staite, Sean Maher",6.3,6.11,7.0,109,"Captain Malcolm Reynolds and his team of mercenaries travel across the galaxy in the Serenity spacecraft in search of lucrative gigs. When Doctor Simon Tam and his sister River come aboard, learning of secrets that should have remained so, the crew of the Serenity must begin a tough battle for survival ...",,0,2,0,2,0
37686,205935,Atomic Shark,2016,Action,90,United States,Lisa Palenica,"Alex Chayka, William 'Bill' Connor, Sean Dillingham, Ben Edwards, Melissa Farley, David Faustino, Seth Gandrud, Mark Justice, Karlie O'Hearn, Adam Ambruso, Stacy Baker, Jose Cureno, Charlotte Lilt, J. Lyle, Steve Marmon, Calion Maston, Jeremiah B. McQueen, Keith J. Obit, Victoria Marie Ortiz",2.7,,3.0,3,"A shark threatens swimmers on the San Diego coast. When locals learn of an unidentified threat in the ocean, rumors spread about the presence of a Russian submarine. However, the reality is even more terrifying: a giant ""atomic"" shark approaches destroying everything in its path. A lifeguard then asks for help from a band of unlikely heroes. And that's how they set out on a suicide mission together.",,0,0,0,0,0
16861,27521,Rapid Exchange,2003,Action,97,United States,Tripp Reed,"Lorenzo Lamas, Lance Henriksen, Aviva Gale, Matt O'Toole",4.0,4.0,4.0,3,"A band of daring air bandits devises a risky plan: to seize a Boeing 747 en route to Europe, on which also travel the beauty of 250 million dollars. But with such a lot of money involved, the outlaws themselves are starting to wonder if they can really trust each other ...",,0,2,0,1,0
4352,6678,The Magic Sword,1962,Fantasy,80,United States,Berti I. Gordon,"Basil Rathbone, Anne Helm, Gary Lockwood",5.8,6.0,6.0,6,"The evil wizard Lodak (Rathbone) has kidnapped Princess Elena and plans to feed her to a hideous two-headed dragon. To save the girl, Giorgio rushes, helped by six knights and a magical armor that his mother, the witch Sibilia, has given him. After seven dangerous tests, Giorgio frees the princess and marries her: special low-cost effects for a film that is not perfectly successful.",,0,0,0,0,0
25421,46556,The Woman,2011,Horror,103,United States,Lucky McKee,"Pollyanna McIntosh, Sean Bridgers, Angela Bettis, Lauren Ashley Carter, Shyla Molhusen, Frank Olsen, Carlee Baker, Tommy Nelson",6.6,6.83,6.0,107,"A woman is the last survivor of a clan of savages that have roamed the Northwest Coast of the United States for years and is left alone after the last of her family was killed in a confrontation with the police. Christopher Cleek, a country lawyer with a precarious psychological balance, gets the crazy idea of ??capturing her in his head and, succeeding, takes the prisoner to his home to re-educate her in his own way, putting the lives of those around him at risk.",Adaptation of the novel of the same name by writer Jack Ketchum.,1,3,1,3,2
786,1210,The Call of the Wild,1935,Adventure,81,United States,William A. Wellman,"Clark Gable, Loretta Young, Jack Oakie, Reginald Owen, Frank Conroy, Katherine DeMille, James Burke, Charles Stevens, Lalo Encinas",6.0,4.0,8.0,3,"The love story between a young woman and a gold digger who finds her abandoned in the forest is difficult. Then the legitimate husband reappears. Wellman is a great director of action films, classic and airy, but here (despite the vague starting point of the Jack London novel) he stays within the limits of proper Hollywood production.",,0,2,0,1,0
12466,19923,The Last Outpost,1951,Western,88,United States,Lewis R. Foster,"Ronald Reagan, Rhonda Fleming, Bruce Bennett",6.3,6.0,7.0,4,"After the Civil War, some small units of the Southern army refuse to surrender and continue to fight with guerrilla actions. One of these gangs, commanded by Major Dick, operates in the vicinity of Fort Point keeping the population on constant alert. Dawson, a wealthy merchant in the area, proposes to the colonel who commands inside the fort, that he try to make a deal with the Indians against the rebels. Dawson, who in the meantime has received a sharp no from the colonel, writes to Washington for satisfaction.",Noticeable war scenes and a Ronald Reagan from the heyday.,0,2,0,2,0
36863,185238,Malignant,2021,Horror,111,United States,James Wan,"Annabelle Wallis, Maddie Hasson, George Young, Michole Briana White, Jake Abel, Ingrid Bisu, Paula Marshall, Jacqueline McKenzie, Patrick Cox, Rachel Winfree",6.9,7.0,7.0,11,Madison is paralyzed by shocking visions of horrific murders and her torment worsens when she discovers these daydreams are terrifying realities.,,0,0,0,0,0
28849,63701,The Harvest,2013,Horror,103,United States,John McNaughton,"Samantha Morton, Michael Shannon, Natasha Calis, Charlie Tahan, Peter Fonda, Leslie Lyles, Meadow Williams, Amina Robinson, Hayden Skigen",5.9,,6.0,10,"Katherine (Samantha Morton) and Richard (Michael Shannon) decide to move to a secluded environment to make their son Andy live better, who came into the world with a serious degenerative disease and grew up protected from the outside world. However, their controlled existence is endangered by the arrival of young Maryann in the house next door. Maryann immediately tries to make friends with Andy, clashing with the opposition of two over-protective parents who do nothing but feed her disturbing suspicions about the shocking truth they hide.",,0,0,0,0,0
1288,1959,D. A. R. Y. L.,1985,Fantasy,96,United States,Simon Wincer,"Barret Oliver, Mary Beth Hurt, Michael McKean, Kathryn Walker, Colleen Camp, Josef Sommer, Ron Frazier, Steve Ryan, David Wohl, Danny Corkill, Amy Linker",6.1,6.0,6.0,27,"A car runs through the forest. At a bend he lets a little boy get off, drives off again and crashes into a ravine. The boy is called Daryl, he is 12 years old, he is very intelligent, good at playing baseball, lightning fast in calculations, but he does not remember anything of his past. On the other hand, he is adored by the childless couple who took him up for adoption. The family idyll ends when two scientists arrive ... D.A.R.Y.L. in fact it is a laboratory product. The idea isn't bad, but Wincer manages to make it trivial pretty quickly. A year after Wolfgang Petersen's ""The Neverending Story"", Barrett Oliver hasn't changed much.",,1,3,1,2,0
34090,146837,Halloween,2018,Horror,109,United States,David Gordon Green,"Jamie Lee Curtis, Judy Greer, Andi Matichak, Will Patton, Haluk Bilginer, Rhian Rees, Jefferson Hall, Virginia Gardner, Miles Robbins, Toby Huss, James Courtney, Nick Castle",5.7,5.83,6.0,110,"Laurie Strode comes to her final confrontation with Michael Myers, the masked figure who has haunted her since she escaped the frightening carnage on Halloween night four decades earlier.",,0,0,0,0,0
451,717,The Ewok Adventure,1984,Fantasy,100,United States,John Korty,"Eric Walker, Warwick Davis, Fionnula Flanagan, Guy Boyd, Aubree Miller, Burl Ives, Daniel Frishman, Debbie Lee Carrington, Tony Cox, Kevin Thompson",5.4,6.0,5.0,12,"Little astronauts traveling around the galaxy in search of their parents, helped by the Ewoks, strange furry creatures that already appeared in the second episode of the ""Star Wars"" saga. Produced by George Lucas (also author of the subject), it is an honest product for TV suitable for children.",,0,2,0,0,0
1304,1978,Dakota,1945,Western,82,United States,Joseph Kane,"John Wayne, Vera Ralston, Walter Brennan, Ward Bond, Ona Munson, Hugo Haas, Mike Mazurki, Olive Blakeney, Nick Stewart, Paul Fix, Grant Withers",5.9,6.0,6.0,10,"John Wayne and Walter Brennan still together in the tough struggle between settlers and bandits, for the possession of the lands and twenty thousand dollars of dowry of the enterprising Sandy.",,0,0,0,0,0
24276,43950,Deadly Impact,2010,Action,96,United States,Robert Kurtzman,"Sean Patrick Flanery, Joe Pantoliano, Amanda Wyss, Carmen Serano, Luce Rains, Greg Serano, John Koyama, David House, Joel Bryant, Christopher Dempsey",5.8,6.0,6.0,6,"A ruthless and skilled killer forces Albuquerque detective Tom Armstrong into a veritable spiral of pain for years. Several years later Armstrong finds himself alone in Mexico when the FBI contacts him to let him know that there are traces that would lead to the man who caused him so much suffering. For Detective Armstrong, it's a personal matter: to go back to the United States and hunt down the dangerous killer or stay on the sidelines?","The film essentially boils down to the classic confrontation between an obviously skilled and unscrupulous ""villain"" and a ""good guy"" with fairly stereotyped characteristics. Nothing particularly new or original.",0,2,0,2,0
19977,36169,Badman's Territory,1946,Western,97,United States,Tim Whelan,"Randolph Scott, Ann Richards, Lawrence Tierney, Ray Collins, Steve Brodie",6.0,6.0,6.0,10,"In search of his brother Mark Rowley arrives in the town of Quinto, run by the corrupt Sheriff Hamtpon ...","The first chapter of the Badmen saga puts too much meat on the fire, and the rest must be seen with the over-the-top spirit of a pulp western tale.",1,2,0,2,0
35277,161657,Mulan,2020,Adventure,120,United States,Niki Caro,"Yifei Liu, Donnie Yen, Jet Li, Jason Scott Lee, Gong Li, Utkarsh Ambudkar, Yoson An, Tzi Ma, Rosalind Chao, Ron Yuan, Roger Yuan, Xana Tang",5.1,4.86,5.0,48,"Hua Mulan is a fearless young woman who disguises herself as a man to defend China from attack by invaders from the North. The eldest daughter of an esteemed warrior, Hua Mulan is energetic, determined and agile. When the Emperor decrees that one man from every family must join the Imperial Army, Mulan takes the place of her ailing father and enlists under the name of Hua Jun, becoming one of the greatest warriors in the history of China.",,0,0,0,0,0
28397,60846,Labou,2008,Adventure,95,United States,Greg Aronowitz,"Bryan James Kitto, Darnell Hamilton, Marissa Cuevas, Rose Magri, Eric Pollard, Bud Richardson, Copely Davis, Elizabeth Coulon, Barnie Duncan, Dylan Kippes",6.7,6.0,7.0,4,"Fed up of being bullied at school, Toddster, Emily and Gavin try to prove their courage by searching for the legendary treasure of the pirate Lerogue, whose ship sank in the Louisiana bay after a hurricane. Struggling with the ghost of the pirate and with a small and curious creature, the three friends will end up joining forces against the oil tycoons, who for profit aim to destroy the swamps in the area.",,2,1,0,0,0
22330,40323,Pistol Whipped,2008,Action,96,United States,Roel Reiné,"Steven Seagal, Bernie McInerney, Ashley Greenfield, John P. Gulino, Antoni Corone, Matt Salinger, Paul Calderon, Lance Henriksen, Mark Elliot Wilson, Lydia Jordan",4.2,4.0,4.0,11,"Alcoholism, gambling, debt: ex-cop Matt's life has been falling apart since he was kicked out by the police. But a strange case presents him with the right opportunity to remedy and get back on track.","The filmmakers' and Seagal's (who didn't use stuntman) attempt to raise the bar fails under the weight of ridiculous, clumsy clichés.",0,2,0,1,0
