,filmtv_id,title,year,genre,duration,country,directors,actors,avg_vote,critics_vote,public_vote,total_votes,description,notes,humor,rhythm,effort,tension,erotism
7678,11977,The Intruder Within,1981,Horror,100,United States,Peter Carter,"Chad Everett, Joseph Bottoms, Jennifer Warren",5.5,6.0,5.0,3,"The occupants of an isolated oil rig are threatened by a fearsome primitive creature that has risen from the mysterious abyssal depths. It is a decent television production suitable for those who love to tremble, but in moderation.",,0,0,0,0,0
32451,119881,Dead Rising: Endgame,2016,Horror,96,United States,Pat Williams,"Jessica Harmon, Marie Avgeropoulos, Billy Zane, Jesse Metcalfe, Keegan Connor Tracy, Dennis Haysbert, Ian Tracey, Patrick Sabongui, Stephen Lobo, Curtis Lum",5.0,,5.0,6,"In a zombie-infested quarantine city, investigative journalist Chase Carter attempts to stop a secret government conspiracy that threatens the lives of millions of innocent people.",Follow-up to Dead Rising: Watchtower (2015).,0,0,0,0,0
25193,45849,47 Ronin,2013,Action,119,United States,Carl Rinsch,"Keanu Reeves, Hiroyuki Sanada, Tadanobu Asano, Rinko Kikuchi, Kô Shibasaki, Jin Akanishi, Min Tanaka, Cary-Hiroyuki Tagawa, Neil Fingleton, Togo Igawa",4.4,4.09,5.0,85,"After their lord and leader is forced to make harakiri by the will of the grim Lord Kira (Tadanobu Asano), a group of 47 samurai devise a plan to get their revenge and restore honor to their house. Among them, there is also Kai (Keanu Reeves), whose position is not clear to his companions due to the love that the ronin feels for Mika (Kô Shibasaki), the daughter of the deceased master.","The problem with this remake of the film ""The Revenge of the 47 Ronin"" (1941) is the packaging, and we don't mean the gorgeous scenography and the slightly cloying but gaudy costumes, but the ""digital"" direction that jumps into an unlikely fantastic dimension with superficial historical reconstructions and a narration reduced to zero degree. We are not far from the latest generation Hollywood “fairy tales” (genre ""Hansel & Gretel - Witch hunters""), and also in this case the model, more than the ""chanbara"" of the samurai, are videogames.",0,3,0,1,0
19166,33259,Ultraviolet,2006,Fantasy,88,United States,Kurt Wimmer,"Milla Jovovich, Cameron Bright, Nick Chinlund, Sebastien Andrieu, William Fichtner, Ida Martin",3.7,3.0,4.0,65,"Late 21st century. Humanity has been decimated by an error in bio-genetic experimentation: instead of creating super-soldiers, the virus has transformed people into bloodsucking, vampires who in turn spread the disease. Violet, a splendid vampire who has contracted the virus, must protect Six, a boy who possesses the secret for the salvation of humanity: in fact, the cure for all Bloodsucking flows in her blood.","The film is made up of a series of interminable fights set in an aesthetic that oscillates between the glacial commercial of a trendy amaro and the bar video game. The bodies of the actors portrayed on the computer so as to be similar to the abundant digital animations. A pinball machine, a pixelated imaginary where the cinema is not clear where it is, certainly not in the story and much less in the staging. Milla is good, we know, we have always supported her; but if you throw it away with such crap you can only say that it has a great future behind it.",0,3,0,1,0
16522,26886,Ella Enchanted,2004,Fantasy,96,United States,Tommy O'Haver,"Anne Hathaway, Hugh Dancy, Cary Elwes, Vivica A. Fox, Joanna Lumley, Minnie Driver",5.4,6.0,5.0,31,"At the birth of Ella, the fairy Lucinda gives her obedience as a gift. But over time, that dowry becomes a kind of curse, because the girl cannot refuse to fulfill what is asked of her and is often at the mercy of unscrupulous individuals. To try to regain control of her life, Ella will have to traverse a realm full of orcs, giants, evil stepsisters and talking books ...","Harmless fairy tale made to measure to enhance the soap and water charm of Hathaway (_Pretty Princess_, but also _The Secrets of Brokeback Mountain_). In the original edition, the narrator is Eric Idle, formerly of Monty Python.",1,2,0,0,0
30287,73119,Bermuda Tentacles,2014,Action,89,United States,Nick Lyon,"Trevor Donovan, Linda Hamilton, Mya, John Savage, Jamie Kennedy, Richard Whiten, Ricco Ross, Jeff Rector, Robert Blanche, Angelique Cinelu",2.9,,3.0,8,"Air Force One, the American presidential plane, crashes in a storm in the Bermuda Triangle area. The US Navy is tasked with finding the escape pod that houses the President but a giant, sprawling creature emerging from the ocean floor attacks rescuers.",,0,0,0,0,0
16550,26929,Walking Tall,2004,Action,87,United States,Kevin Bray,"Dwayne Johnson, Johnny Knoxville, Neal McDonough, Kristen Wilson, Ashley Scott",4.5,4.17,5.0,61,"After retiring from the Army Special Forces, Chris Vaughn decides to return to the small town he came from to start a new life. When he arrives, however, he realizes that things have gotten considerably worse: drugs, corruption and crime are rampant. At the head of these shady trades is an old acquaintance of Chris: his former schoolmate and rival Jay Hamilton ...","In the midst of a ""pre-emptive war"" climate, the United States finds a new hero: The Rock, a former wrestler who aspires to take Schwarzenegger's place in the muscular imagination. The film is vulgar and obvious, but at home it was a success.",2,4,2,2,0
30390,73733,Gacy,2003,Horror,88,United States,Clive Saunders,"Mark Holton, Adam Baldwin, Tom Waldman, Charlie Weber, Allison Lange, Edith Jefferson, Joleen Lutz, Scott Alan Henry, Kenneth Swartz, Matt Farnsworth",4.9,,5.0,9,"Wisconsin, 1953. John Gacy sr. forces fat teenage son John jr. to have sex with him during a fishing trip. Sixteen years later, now an adult, John jr. he is accused of sodomy and, having returned to freedom after 18 months, he settles in Des Plains, near Chicago. From 1972 onwards, he became a respected family man and businessman and also attempted a political career with the Democrats. While in public he abhors homosexuality, in private he uses the space under his home to indulge an unsuspected depravity: over 30 innocent boys and teenagers are buried there after being abused in a horrifying and heartbreaking way.",Inspired by a true story.,1,2,0,2,0
9468,14822,Iron Eagle,1985,Adventure,103,United States,Sidney J. Furie,"Louis Gossett jr., Jason Gedrick, David Suchet, Tim Thomerson",4.4,4.5,4.0,16,"Doug is the son of a US Air Force colonel. The boy trembles with impatience to be able to emulate his father's feats, but for now he has to be content with a flight simulator. However, he learns so well that when his parent falls into the hands of Middle Eastern terrorists, he seizes an aircraft and rushes to the rescue. Everything ends well and Doug also earns the long-awaited badges.","Reaganian film of the series ""top gun to the rescue"", in which Sidney J. Furie gives ample proof of his technical skills during the aerial shots, breathtaking as it should be. But the story and the staging are pure routine.",0,3,0,2,0
32300,86836,The Bye Bye Man,2016,Horror,96,United States,Stacy Title,"Carrie-Anne Moss, Faye Dunaway, Douglas Smith, Lucien Laviscount, Cressida Bonas, Doug Jones, Michael Trucco, Erica Tremblay, Cleo King, Marisa Echeverria, Jenna Kanell",5.3,6.0,5.0,42,"When they move into an old house near their college campus, three students unwittingly awaken a supernatural entity that haunts those who discover its name. But friends understand that there is a way to escape the curse and prevent it from spreading. However, the entity begins to infer with their thoughts, taking control of them and causing them to commit irreparable acts.",,0,0,0,0,0
25422,46557,YellowBrickRoad,2010,Horror,96,United States,"Jesse Holland, Andy Mitton","Cassidy Freeman, Anessa Ramsey, Laura Heisler, Clark Freeman, Tara Giordano, Alex Draper, Lee Wilkof, Michael Laurino, Sam Elmore",5.0,6.0,4.0,6,"In 1940, in Friar, a small town of 542 inhabitants in the countryside of New Hampshire, inexplicably a large part of the population collected their possessions and went on a mountain path, losing their tracks. An American army team, after careful research, finds their bodies massacred and only one survivor, unable to tell what happened and gone mad. For seventy years that episode remains shrouded in silence until researchers, accompanied by the cameras of some directors, decide to return to the place to ascertain the truth, clashing with the hostility of the local population.",,0,0,0,0,0
3663,5608,Something Evil,1972,Horror,73,United States,Steven Spielberg,"Sandy Dennis, Darren McGavin, Ralph Bellamy",7.3,7.25,7.0,7,"A little family buys a farm in Pennsylvania. Having taken possession of the house, however, its occupants notice the existence of strange phenomena: the house is infested with otherworldly presences who try to possess the woman and upset the life of the family.","Before making his big screen debut, Spielberg worked extensively for television. Witnesses of those years remain some films including this Something Evil, a horror in which some of the fantastic elements typical of much of his subsequent cinema are already present: from Close Encounters of the III type to Poltergeist produced by him. But in the draft state.",0,2,1,3,0
32184,85949,Here Alone,2016,Horror,95,United States,Rod Blackhurst,"Lucy Walters, Adam David Thompson, Gina Piersanti, Shane West, Rebecca Spiro, Mike Lavarnway, Mary Guzzy, Holly Adams, Jonathan Gundel, Aubrey Hart",4.0,,4.0,4,"A virus has decimated the human race, leaving only two groups of survivors: on the one hand there are those who managed to avoid infection while on the other hand there are those who have been driven insane, violent and bloodthirsty. Living in the middle of a forest, Ann, Chris and Olivia are forced to fend off the infected. But when an expedition to retrieve food doesn't go as it should, one of them will have to make a terrible choice.",,0,0,0,0,0
7152,11142,House,1985,Horror,91,United States,Steve Miner,"William Katt, George Wendt",5.4,5.17,6.0,32,"Fresh from Vietnam, the abandonment of his wife and the loss of a child, Roger seeks refuge in an empty house. But there all his nightmares assail him. Effective horror with a few touches of irony.",,0,0,0,0,0
11123,17681,Blood Frenzy,1987,Horror,90,United States,Hal Freeman,"Wendy Macdonald, Lisa Loring, John Clark, Hank Garrett, John Montero",4.8,4.0,6.0,3,"Seven close friends decide to take a vacation, but even before realizing where they are, the group falls into terror. In fact, a mysterious serial killer sows slaughtered corpses everywhere and soon the seven protagonists have to fight for their lives.",Discounted horror film that turns eerily towards the splatter side. Only for strong palates.,0,2,0,1,0
20847,37833,Star Trek,2008,Fantasy,122,United States,J.J. Abrams,"Chris Pine, Zachary Quinto, Eric Bana, Winona Ryder, Zoë Saldana, Karl Urban, Bruce Greenwood, John Cho, Leonard Nimoy, Simon Pegg, Jennifer Morrison, Chris Hemsworth, Anton Yelchin, Ben Cross, Rachel Nichols",6.7,6.7,7.0,263,"Yet another adventure of Captain Kirk and the Enterprise, this time in a prequel to the Classic Series, with the meeting between young Kirk (Chris Pine) and Spock (Zachary Quinto) at the time of attending the Academy at the center of the narrative.",,1,3,1,3,0
7943,12399,Street Knight,1993,Action,88,United States,Albert Magnoli,"Jeff Speakman, Christopher Neame, Lewis Van Bergen, Jennifer Gatti",6.5,6.0,7.0,4,"Jake hasn't recovered since, in his role as a cop, he unintentionally caused the death of a girl. Now Jake is a mechanic by trade, but the world of crime won't leave him alone. A new fight between gangs of thugs forces him to come out. He will discover that behind it all is a paramilitary organization run by a psychopath named Franklin. This is not a movie, it is an anthology of stereotypes. The result, however, is not unwatchable and Magnoli's direction is not too weak either. But if Richard Friedman (the screenwriter) had come up with at least an original idea ...",,0,2,0,1,0
2203,3331,Yellowstone Kelly,1959,Western,91,United States,Gordon Douglas,"Clint Walker, Edd Byrnes, John Russell, Ray Danton, Andra Martin, Claude Akins, Rhodes Reason, Gary Vinson",5.6,5.5,6.0,21,"Yellostowne Kelly, an Indian-friendly white hunter has fallen in love with a squaw whose life he saved. The girl is also courted by the chieftain and his nephew, but she does not reciprocate either of them. Furthermore, an official fanatic insists on trespassing into Indian territory: two different rivalries that lead the Indians to open confrontation. After ups and downs, the squaw wants to return to her village, but Kelly has promised her father, the chieftain, to protect her.","""Progressive"" Western with good and bad Indians. But the hero is still a white man. Not Gordon Douglas' best result in the western.",0,2,1,2,0
28146,59559,Open Grave,2013,Horror,102,United States,Gonzalo López-Gallego,"Sharlto Copley, Thomas Kretschmann, Josie Ho, Joseph Morgan, Erin Richards, Max Wrottesley, M. Frakes",4.8,4.4,5.0,45,"Jonah wakes up in a pit full of corpses without remembering who he is or how he got there. Without any memory, he finds a cabin with five strangers who, like him, do not know who they are or what happened around them. Trying to find a way out of the danger that surrounds them, the six realize that they are not alone and, in a panic, they begin to turn against each other. Through flashbacks, Jonah slowly realizes who he once was, what terrible identity hides behind his teammates and what terrible reality he has to face.","Like the protagonist upon awakening from a bradycardic sleep, even the script (frozen for more than five years before ending up in the hands of the Madrid-born López-Gallego) stretches and limps in pain for the duration of the film, using solid crutches. the clichés of the horror / thriller of the third millennium. The excess of naivety weighs down a very thin structure, which focuses entirely on the final revelation. A few minutes of explanation and only one, apocalyptic and worthy shot, to repay for too long a wait.",0,2,2,2,0
9574,14964,Alligator people,1959,Horror,76,United States,Roy Del Ruth,"Beverly Garland, Bruce Bennet, Lon Chaney jr.",6.3,6.0,7.0,3,"A scientist attempts to heal the wounds of his patients by grafting a secretion of reptiles into the human skin. The result is literally monstrous: everyone undergoes mutations and goes to populate the swamps. Like a young doctor who transforms into a kind of caiman. The old ""scientist"" Lon Chaney in a typical 1950s B movie.",,2,2,0,2,0
12100,19285,Haunting,1999,Horror,100,United States,Jan De Bont,"Liam Neeson, Catherine Zeta-Jones, Lili Taylor, Owen Wilson",4.7,4.58,5.0,121,"Doctor Marrow, fascinated by what is said about Hill House, under the pretext of conducting scientific research on sleep disorders, gathers three young people in the house. Theo, an apparently self-confident researcher, Nell who proves to have particular psychic skills and the cynical Luke who does not believe in the experiments that the doctor is conducting. When ghosts begin to peep, terror spares no one.","This film by Jan De Bont owes a lot to Roger Corman (which owes very little to Robert Wise's beautiful ""Gli possati"", if not the subject, inspired by the same novel). But Corman worked with stylization and profound irony and a disturbing vision of the subterranean things of the world in his films. Instead, De Bont works with spectacular emphasis and deep silky ghosts, footprints of bloody feet and a huge evil presence that seems to come out of ""Fantasia"". The special effects eat the soul of the film and turn it into a dizzying bandwagon.",0,2,0,2,0
24902,45237,Odd Thomas,2013,Fantasy,97,United States,Stephen Sommers,"Anton Yelchin, Willem Dafoe, Addison Timlin, Ashley Sommers, Leonor Varela, Laurel Harris, Melissa Ordway, Gugu Mbatha-Raw, Shuler Hensley, Nico Tortorella, Matthew Page, Kyle McKeever",5.6,5.4,6.0,57,"Despite striving to lead a normal existence, working in a fast food restaurant and having an affair with young Stormy (Addison Timlin), Odd Thomas (Anton Yelchin) cannot help but be visited by the deceased who are still unable to detach from earthly life. Between an appearance of Elvis Presley or one of Frank Sinatra, Odd sees above all the souls of those seeking the resolution of the crimes of which he has been the victim or of those who predict future episodes of violence. But when a stranger arrives in the city surrounded by sinister shadows, all that the spirits will provide will be just a date and the boy will have little time to find out what tragedy he will have to avoid.","Dramaturgical repetitions, announced twists, inconsistencies in staging and antiquated superhero / action grammars carried out between slow motion struggles alternating with rapid scrolling, freeze frames and digital video game explosions from the 90s. A full-blown stock fund, good only for fill a lean distributive summer. Freely based on the novel of the same name by the writer Dean Koontz.",1,3,1,3,1
19656,34839,Today You Die,2005,Action,92,United States,Don E. FauntLeRoy,"Steven Seagal, Sarah Buxton, Nick Mancuso, Robert Miano",3.8,4.0,4.0,17,"Harlan Banks is a sort of modern Robin Hood: he works with highly technological tools and ""steals"" from the rich to ""give"" to the poor. But when his latest heist goes wrong and ends in tragedy, the man flees to Las Vegas. There, his girlfriend Jada awaits him and persuades him to find a real honest job. And so he drives an armored car on behalf of the shady Max. But one day Harlan, while driving the vehicle, finds himself involved in a chase on the Strip, which ends in a shooting and the capture of the new driver from part of the police. Harlan will manage to escape and will track down Max who framed him.",,0,2,0,1,0
14914,24181,Redemption,2002,Action,90,United States,Art Camacho,"Don 'The Dragon' Wilson, Chris Penn, James Russo, Sam J. Jones",5.3,5.0,6.0,4,"Officer John Sato, leader of a Los Angeles police assault team, is held responsible for the death of a colleague in the course of an action. Expelled from the body and disgraced, John goes to the employ of the gangster Tony Leggio ...","""For fans only"": the others carefully keep away.",0,2,0,1,0
20960,37979,Grandma's House,1988,Horror,90,United States,Peter Rader,"Eric Foster, Kim Valentine, Len Lesser, Ida Lee, Brinke Stevens, Michael Robinson, Craig Yerman, David Donham, Joan-Carol Bensen, Angela O'Neill",4.1,4.0,4.0,5,"Rimsti without parents after the death of his father (his mother had passed away years earlier), the teenager Lynn and her little brother David go to live with their grandparents, on a farm near a vast orange grove. During the bus ride a mysterious woman stands in the middle of the road and almost ends up run over; the same lady reappears near the farm during the night. David witnesses his murder by his grandfather, who then takes the body to the cellar, where the child follows him but ends up being discovered ...","On paper it may appear full of mysteries, dream sequences and twists, but in reality it is only patched up at least badly.",1,2,0,1,0
648,1012,Raise the Titanic!,1980,Adventure,107,United States,Jerry Jameson,"Jason Robards, Richard Jordan, David Selby, Alec Guinness, Anne Archer, Bo Brundin, M. Emmet Walsh, J.D. Cannon, Norman Bartold",4.7,4.0,5.0,12,"To carry out an elaborate nuclear defense project, the United States is committed to tracing the reserves of a very rare mineral discovered in 1910 on an island near the Arctic Circle. But it turns out that the fields are depleted and, moreover, the Russians are also interested in the operation. By a series of lucky coincidences, it turns out that 300 kilos of this ""notorious"" mineral sank along with the Titanic. And so the frantic and frantic searches begin, on the verge of armed conflict ...","Laughable subject with dialogues that are ridiculous for an adventure film. The film originally ran 122 minutes. Also known as ""Recover the Titanic"".",0,2,0,2,0
26120,49874,Island of Lost Souls,1932,Horror,70,United States,Erle C. Kenton,"Charles Laughton, Richard Arlen, Leila Hyams, Bela Lugosi, Kathleen Burke, Arthur Hohl, Stanley Fields, Paul Hurst, Hans Steinke, Tetsu Komai",7.4,8.0,7.0,13,"Following a shipwreck, Parker is rescued from a freighter carrying exotic animals bound for a small island where Dr. Moreau lives and works, a scientist banished from London for his delusions of grandeur and the immoral experiments he conducts to give life to creatures half men and half beasts. Believing that sooner or later another American ship can bring him home, Parker remains on the island ignoring that Moreau has a plan to use him as a guinea pig with the exotic Lota, the panther woman he himself generated. Meanwhile, on the mainland, Ruth, Parker's girlfriend, begins to worry about his absence and begins a frantic search that will lead her to the island when all creatures have decided to rebel against Moreau's overwhelming power.",,0,2,2,2,0
28214,59931,Insidious: Chapter 2,2013,Horror,102,United States,James Wan,"Rose Byrne, Patrick Wilson, Barbara Hershey, Lin Shaye, Angus Sampson, Leigh Whannell, Ty Simpkins, Steve Coulter, Danielle Bisutti, Tom Fitzpatrick, Garrett Ryan, Michael Beach, Jocelin Donahue",5.9,5.6,6.0,99,The haunted Lambert family tries to uncover the mysterious childhood secret that has left them dangerously connected to the spirit world.,"James Wan plays with his filmography and with the viewer's gaze as if they were his child prodigy toys. And he does it quite well. More than a sequel in the classic sense, ""Beyond the Borders of Evil - Insidious 2"" (""Chapter 2"" of the original title is more effective) stands towards the first ""Insidious"" as a board game expansion. Looting ""The Shining"" (with almost literal quotes) and ""Psyco"" with aplomb, this sequel is a breakneck ride in a terrifying (albeit less than the previous film) and hilarious (much more) funfair.",2,2,1,2,0
19926,35927,Tarzan Finds a Son!,1939,Adventure,82,United States,Richard Thorpe,"Maureen O'Sullivan, Johnny Weissmuller, Johnny Sheffield, Ian Hunter",6.7,,7.0,6,,,0,0,0,0,0
2222,3359,Hatari!,1962,Adventure,158,United States,Howard Hawks,"John Wayne, Elsa Martinelli, Gérard Blain, Hardy Krüger, Red Buttons, Bruce Cabot, Michèle Girardon, Valentin de Vargas, Eduard Franz",7.1,7.25,7.0,51,"In Tanganyika, at Brenda's farm, a group of hunters embark on a safari. Together with them also a lovely Italian photojournalist, Anna. The capture of the animals will serve to supply the best zoos in the world. The two women become the protagonists of sentimental skirmishes. In the end, between one hunt and another, the respective loves will come to the right conclusion.","The great Howard Hawks (""Susanna"", ""A Dollar of Honor"") grappling with a wide-ranging adventure in which he can best combine dramatic tones and comedy. Hunting scenes almost all shot from life.",1,3,0,2,0
18028,30266,Casanova,2005,Adventure,108,United States,Lasse Hallström,"Heath Ledger, Jeremy Irons, Charlie Cox, Lena Olin, Sienna Miller, Stephen Greif",5.1,5.0,5.0,87,"Casanova falls in love with the beautiful Venetian Francesca, who rejects him. While the Inquisition is on his trail to arrest him, Casanova tries in every way to approach Francesca ...","The 1950s air of the film evokes more _The Adventures of Giacomo Casanova_ di Steno than Fellini's obscure eighteenth century. After his ""authorial"" beginnings (_My life on all fours, _Happy birthday Mr. Grape_), Hallström has unfortunately got stuck in the recent ""European-flavored"" Hollywood cinema, which is a far more deadly trap than Hollywood escape cinema. So he takes himself a little too seriously, failing to be light and have fun all the way.",1,2,0,1,1
26718,52244,Mulberry Street,2006,Horror,84,United States,Jim Mickle,"Nick Damici, Kim Blair, Ron Brice, Bo Corre, Tim House, Larry Fleischman, Larry Medich, Javier Picayo, Antone Pagan, John Hoyt",6.6,6.67,7.0,7,"An ordinary day in Manhattan, along Mulberry Street. The TV announces with concern an invasion of rats in the sewers; rodents begin to spread a disease that turns humans into zombies.",,0,0,0,0,0
5315,8211,Hero and the Terror,1988,Action,97,United States,William Tannen,"Chuck Norris, Jack O'Halloran, Brynn Thayer, Jeffrey Kramer",4.3,4.33,4.0,7,"Nothing to say about detective O'Brien: he's a tough guy who knows his job well. Even if he's not the same since the time he managed to put Simon Moon, a multi-murderous psychopath, also known as ""the Terror"", in jail. Since that day O'Brien suffers from nightmares and is no longer able to sleep like he used to and, now that Simon has escaped from the criminal asylum, he risks not sleeping at all. The result is mediocre, but with Norris there is nothing to be done. He works in obtusely action roles, but never make him play a cop with inner worries. The very fact that he is capable of thinking is hardly credible.",,0,1,0,1,0
29359,66821,Crimson Peak,2015,Horror,119,United States,Guillermo Del Toro,"Mia Wasikowska, Jessica Chastain, Tom Hiddleston, Charlie Hunnam, Burn Gorman, Jim Beaver, Javier Botet, Kimberly-Sue Murray, Emily Coutts",6.8,6.85,7.0,252,"In the aftermath of a family tragedy, an aspiring writer is torn between love for her childhood friend and the temptation of a mysterious stranger. Trying to escape the ghosts of her past, however, she will remain anchored to a house that breathes, bleeds and struggles to forget.","Crimson Peak is not only a tribute to the Gothic, but also and above all a political rewriting of a codified canon with strongly hallucinatory hues that lead us to think of Roger Corman's Poe cycle.",0,3,2,3,1
26676,52063,Transit,2012,Action,88,United States,Antonio Negret,"Jim Caviezel, Diora Baird, James Frain, Harold Perrineau, Elisabeth Röhm, Sterling Knight, Beau Brasseaux, Jake Cherry, Ryan Donowho, Robbie Jones",4.5,4.33,5.0,35,"After being arrested for tax evasion, Nate Sidwell lost the respect of his wife and children. To rediscover the harmony of the past, he suggests they go camping, starting with their SUV. Shortly after departure, Nate is stopped by the police and forced to spend a night in a cell for reckless driving. As the journey resumes, the Sidwells realize that this is just the beginning of a long odyssey. In their trunk they discover a bag containing 4 million dollars of unknown origin and belonging to four ruthless killers already on their trail.",,0,2,1,2,0
19820,35477,Extreme Honor,2001,Action,95,United States,Steven Rush ,"Dan Andersen, Michael Ironside, Olivier Gruner, Michael Madsen",3.5,4.0,3.0,3,"John Kennedy Brascoe is a Navy S.E.A.L. who, following a CIA operation that ended badly, is falsely accused of treason by one of his comrades. Forced into retirement to avoid trial, he finds himself in serious financial trouble when his son's cancer threatens to enter its terminal stage. The millionaire Baker offers a mountain of money to the man who manages to break into a high security fortress, and John is forced to accept the challenge, flanked by some scammers. He will end up confronting those responsible for his own fall from grace.","Trivial action movie, with very little action, aimed at the home video market.",0,2,0,1,0
21957,39759,Hero Wanted,2008,Action,95,United States,Brian Smrz,"Cuba Gooding jr., Ray Liotta, Norman Reedus, Kim Coates, Tommy Flanagan, Jean Smart, Christa Campbell",4.0,4.67,3.0,9,"After saving a little girl's life during a fire, garbage man Liam has become an important and well-known character. But the quarter of an hour of fame passes quickly: and when he realizes that everyone has forgotten about him, he decides to stage a fake bank robbery in order to play the part of the hero again. Unfortunately, however, this time nothing goes according to plan and Liam finds himself the victim of a ruthless game. Deceived, cheated and blinded by the desire for revenge, he now has only one goal: to punish those who betrayed him, without any mercy, and is willing to do anything to succeed in his intent ...",Ordinary administration.,1,2,0,2,0
15030,24349,Python,2000,Horror,99,United States,Richard Clabaugh,"Robert Englund, Casper Van Dien, Frayne Rosanoff, William Zabka",4.0,4.0,4.0,5,"John returns to New Haven to help his mother run the metalworking factory. Meanwhile, a military truck in which snakes were traveling, has an accident near the town. The reptiles, escaped from the vehicle and come into contact with the factory's acids, sow death.",,0,2,0,2,0
15146,24529,White Zombies,1932,Horror,69,United States,Victor Halperin,"Bela Lugosi, Madge Bellamy, Robert Frazer, Brandon Hurst",7.5,8.0,7.0,29,"Falling in love with the beautiful Madeleine, the rich Beaumont convinces the young woman and her betrothed to celebrate the wedding in his villa in Haiti. To get Madeleine, Beaumont turns to the sorcerer Legendre, who transforms the girl into a zombie with his voodoo practices. Beaumont tries to rebel against Legendre to get Madeleine back alive, but by then it will be too late.","In the US, a horror classic, it is considered the first zombie film in the history of cinema. Its strengths are above all the interpretation of Bela Lugosi, and his legendary close-ups with the spirited gaze, the settings and certain atmospheres that refer directly to German expressionism.",0,2,0,3,1
22646,40821,Tron Legacy,2010,Fantasy,127,United States,Joseph Kosinski,"Jeff Bridges, Garrett Hedlund, Olivia Wilde, Michael Sheen, John Hurt, Serinda Swan, Beau Garrett, Amy Esterle, Bruce Boxleitner",5.3,4.75,6.0,161,"Sam Flynn (Garrett Hedlund) investigates the disappearance of his father Kevin (Jeff Bridges), whom he hasn't seen in 25 years. The truth is more incredible than you can imagine: Kevin is a prisoner of a virtual reality animated by gladiator games. A fantastic but dangerous world in which even Sam finds himself catapulted: from that moment father and son have to face a desperate journey to escape from cyberspace and return to the real universe.","The promises are largely kept, but the banality and the jams of the script are also accentuated by the first film. Impressive are the sinister and rejuvenated Jeff Bridges, Michael Sheen who dances and kills like a glam rock star and the sinuous Olivia Wilde and Beau Garrett. Too bad that two hours are too long and flow like the update of a glorious but old program.",1,2,1,2,1
22298,40277,The Expendables,2010,Action,103,United States,Sylvester Stallone,"Sylvester Stallone, Mickey Rourke, Jason Statham, Jet Li, Dolph Lundgren, Eric Roberts, Bruce Willis, Arnold Schwarzenegger, Steve Austin, David Zayas, Randy Couture, Giselle Itié, Charisma Carpenter, Gary Daniels, Terry Crews",5.9,6.17,6.0,255,A group of mercenaries travel to South America on an extreme mission that aims to overthrow a dictatorship.,It is not just the jam session of a man who inaugurated his late autumn walking with his head held high on the long path of a twilight that shines like an aurora. The mercenaries is above all the proud and humble affirmation at the same time of a melancholy and self-deprecating poetic (the cameo of Schwarzy and Willis is a scream).,3,3,1,1,0
20340,36988,Jenifer,2005,Horror,58,United States,Dario Argento,"Steven Weber, Carrie Fleming, Branda James, Harris Allan",5.6,5.5,6.0,83,"A policeman saves a young woman who is about to be massacred by a guy: her name is Jenifer, she has a wonderful body and a scary face. The detective takes her home, where the girl freaks out: he tears the cat to pieces, makes his wife and son run away and finally seduces the man, who enters a vortex of perdition ...","The ending is very easy to guess, and it is usually irritating - when it comes to Argento - the excessive suspension of credulity that the script demands. However _Jenifer_ is the best thing our has achieved in the last two decades: horror and involvement are finally well balanced. Episode of the series _Masters of Horror_.",0,3,0,3,2
12222,19479,Back in Business,1997,Action,91,United States,Philippe Mora,"Brian Bosworth, Joe Torry, Dara Tomanovich, Brion Jones, Alan Scarfe",4.5,5.0,4.0,4,"Joe Elkhart, engaged in a secret operation on behalf of the FBI, was a policeman before being set up and having his badge collected. The official purpose of the mission he is taking part in is to defeat a drug trafficking organization. In reality, the real target of the action is a group of corrupt cops. Among them there are also those who had framed him and therefore Joe will be forced to sell his life dearly.","To be an action movie there is very little. If you then add a Brian Bosworth to the limit of his acting possibilities, you understand what film it is.",0,2,0,2,0
1640,2494,El Condor,1970,Western,101,United States,John Guillermin,"Jim Brown, Lee Van Cleef, Marianna Hill, Patrick O'Neal, Iron Eyes Cody, Imogen Hassall, Elisha Cook jr., Gustavo Rojo, Florencio Amarilla, Julio Peña, Ángel del Pozo",6.2,7.0,5.0,20,"Lute, a young black escaped from a US penitentiary takes refuge in Mexico, where the revolution is raging. Having met an adventurer who calls himself El Condor, Lute proposes to him the attack on a fortress where the treasure of Emperor Maximilian is kept. The fortress is conquered, but a nasty surprise awaits the winners of the battle.","Nothing new under the (Mexican) sun; the film follows very exploited patterns even if it is quite compelling, especially for those who like strong scenes of violence.",0,2,0,2,0
4208,6459,Shaft in Africa,1973,Adventure,118,United States,John Guillermin,"Richard Roundtree, Vonetta McGee, Frank Finley, Neda Arneric",4.6,4.0,5.0,8,"The son of an emir investigates a slave trade that takes place between Africa and France. The young man just got his hands on important clues when he is killed. His father entrusts the research and revenge to the African American detective John Shaft. He manages to board the ship that transports the poor wretches. Thanks to the help of the beautiful Jazar, Shaft arrives, among many dangers, at the heart of the organization ...","Hero of blaxploitation, Shaft rises here almost to a mythical figure, making an impossible historical redemption of black people. Good idea, but management is a mediocre adventure. Last cinematic chapter before the Singleton remake.",1,2,1,1,1
18783,32420,Plunder of the Sun,1953,Adventure,81,United States,John Farrow,"Glenn Ford, Diana Lynn, Patricia Medina, Francis L. Sullivan",6.8,,7.0,6,,,0,0,0,0,0
